user_id,session
user2,"[""2023-05-18 06:55:02"", 1367, [[""page0"", ""2023-05-18 07:07:35""], [""page1"", ""2023-05-18 06:59:03""], [""page2"", ""2023-05-18 06:59:05""], [""page3"", ""2023-05-18 06:58:36""], [""page4"", ""2023-05-18 07:02:32""], [""page5"", ""2023-05-18 07:08:50""], [""page6"", ""2023-05-18 07:17:29""], [""page7"", ""2023-05-18 07:14:05""], [""page8"", ""2023-05-18 07:14:53""], [""page9"", ""2023-05-18 06:57:53""], [""page10"", ""2023-05-18 07:16:03""], [""page11"", ""2023-05-18 06:58:13""]]]"
user3,"[""2023-05-15 13:57:40"", 827, [[""page0"", ""2023-05-15 14:02:32""], [""page1"", ""2023-05-15 14:04:38""], [""page2"", ""2023-05-15 14:09:45""], [""page3"", ""2023-05-15 14:05:04""], [""page4"", ""2023-05-15 14:06:04""], [""page5"", ""2023-05-15 14:08:50""], [""page6"", ""2023-05-15 14:10:26""], [""page7"", ""2023-05-15 13:58:55""], [""page8"", ""2023-05-15 14:00:14""], [""page9"", ""2023-05-15 14:07:44""], [""page10"", ""2023-05-15 14:00:26""]]]"
user3,"[""2023-05-08 00:37:16"", 1102, [[""page0"", ""2023-05-08 00:40:55""], [""page1"", ""2023-05-08 00:47:54""], [""page2"", ""2023-05-08 00:40:01""], [""page3"", ""2023-05-08 00:52:37""], [""page4"", ""2023-05-08 00:50:00""], [""page5"", ""2023-05-08 00:40:01""], [""page6"", ""2023-05-08 00:48:52""], [""page7"", ""2023-05-08 00:49:31""], [""page8"", ""2023-05-08 00:54:13""], [""page9"", ""2023-05-08 00:41:06""], [""page10"", ""2023-05-08 00:54:45""], [""page11"", ""2023-05-08 00:42:19""]]]"
user3,"[""2023-05-07 11:38:11"", 618, [[""page0"", ""2023-05-07 11:44:18""], [""page1"", ""2023-05-07 11:47:12""], [""page2"", ""2023-05-07 11:48:29""], [""page3"", ""2023-05-07 11:45:15""], [""page4"", ""2023-05-07 11:41:36""], [""page5"", ""2023-05-07 11:43:05""], [""page6"", ""2023-05-07 11:40:23""], [""page7"", ""2023-05-07 11:42:33""], [""page8"", ""2023-05-07 11:44:30""], [""page9"", ""2023-05-07 11:41:22""]]]"
user3,"[""2023-05-14 06:46:24"", 292, [[""page0"", ""2023-05-14 06:50:22""], [""page1"", ""2023-05-14 06:47:42""], [""page2"", ""2023-05-14 06:51:08""], [""page3"", ""2023-05-14 06:49:12""], [""page4"", ""2023-05-14 06:51:09""], [""page5"", ""2023-05-14 06:47:15""], [""page6"", ""2023-05-14 06:48:36""]]]"
user4,"[""2023-05-27 06:00:33"", 722, [[""page0"", ""2023-05-27 06:01:21""], [""page1"", ""2023-05-27 06:07:45""], [""page2"", ""2023-05-27 06:06:25""], [""page3"", ""2023-05-27 06:10:06""], [""page4"", ""2023-05-27 06:01:31""], [""page5"", ""2023-05-27 06:06:25""], [""page6"", ""2023-05-27 06:11:31""], [""page7"", ""2023-05-27 06:03:06""]]]"
user4,"[""2023-05-06 04:55:52"", 1437, [[""page0"", ""2023-05-06 05:08:49""], [""page1"", ""2023-05-06 05:16:47""], [""page2"", ""2023-05-06 05:18:14""], [""page3"", ""2023-05-06 05:18:33""], [""page4"", ""2023-05-06 05:16:17""], [""page5"", ""2023-05-06 05:00:49""]]]"
user4,"[""2023-05-24 22:06:46"", 1248, [[""page0"", ""2023-05-24 22:07:23""], [""page1"", ""2023-05-24 22:11:38""], [""page2"", ""2023-05-24 22:26:03""], [""page3"", ""2023-05-24 22:08:54""], [""page4"", ""2023-05-24 22:16:41""], [""page5"", ""2023-05-24 22:21:22""], [""page6"", ""2023-05-24 22:18:08""], [""page7"", ""2023-05-24 22:10:09""], [""page8"", ""2023-05-24 22:14:27""], [""page9"", ""2023-05-24 22:14:35""], [""page10"", ""2023-05-24 22:23:20""], [""page11"", ""2023-05-24 22:25:20""]]]"
user4,"[""2023-05-17 07:04:13"", 736, [[""page0"", ""2023-05-17 07:06:03""]]]"
user4,"[""2023-05-11 14:41:49"", 960, [[""page0"", ""2023-05-11 14:51:08""], [""page1"", ""2023-05-11 14:54:05""], [""page2"", ""2023-05-11 14:51:11""], [""page3"", ""2023-05-11 14:43:19""], [""page4"", ""2023-05-11 14:51:15""], [""page5"", ""2023-05-11 14:48:56""], [""page6"", ""2023-05-11 14:45:03""], [""page7"", ""2023-05-11 14:50:51""], [""page8"", ""2023-05-11 14:49:37""], [""page9"", ""2023-05-11 14:53:01""], [""page10"", ""2023-05-11 14:56:10""], [""page11"", ""2023-05-11 14:55:21""], [""page12"", ""2023-05-11 14:52:16""]]]"
user4,"[""2023-05-02 13:07:18"", 671, [[""page0"", ""2023-05-02 13:07:29""], [""page1"", ""2023-05-02 13:16:25""], [""page2"", ""2023-05-02 13:09:04""], [""page3"", ""2023-05-02 13:14:54""], [""page4"", ""2023-05-02 13:13:23""], [""page5"", ""2023-05-02 13:16:57""], [""page6"", ""2023-05-02 13:12:39""], [""page7"", ""2023-05-02 13:13:34""], [""page8"", ""2023-05-02 13:07:49""], [""page9"", ""2023-05-02 13:17:45""], [""page10"", ""2023-05-02 13:16:12""], [""page11"", ""2023-05-02 13:07:19""], [""page12"", ""2023-05-02 13:11:12""], [""page13"", ""2023-05-02 13:14:43""]]]"
user4,"[""2023-05-12 11:41:11"", 822, [[""page0"", ""2023-05-12 11:50:02""]]]"
user4,"[""2023-05-15 04:02:17"", 1097, [[""page0"", ""2023-05-15 04:11:10""], [""page1"", ""2023-05-15 04:15:41""], [""page2"", ""2023-05-15 04:19:04""]]]"
user5,"[""2023-05-22 05:42:26"", 1766, [[""page0"", ""2023-05-22 06:05:31""], [""page1"", ""2023-05-22 06:00:20""], [""page2"", ""2023-05-22 06:02:40""]]]"
user5,"[""2023-05-09 03:36:46"", 1152, [[""page0"", ""2023-05-09 03:49:18""], [""page1"", ""2023-05-09 03:43:56""], [""page2"", ""2023-05-09 03:54:19""], [""page3"", ""2023-05-09 03:45:56""], [""page4"", ""2023-05-09 03:51:29""], [""page5"", ""2023-05-09 03:38:35""], [""page6"", ""2023-05-09 03:49:57""], [""page7"", ""2023-05-09 03:40:48""], [""page8"", ""2023-05-09 03:39:40""], [""page9"", ""2023-05-09 03:50:44""], [""page10"", ""2023-05-09 03:45:22""], [""page11"", ""2023-05-09 03:39:02""], [""page12"", ""2023-05-09 03:41:20""], [""page13"", ""2023-05-09 03:52:53""], [""page14"", ""2023-05-09 03:41:18""]]]"
user5,"[""2023-05-27 15:14:58"", 59, [[""page0"", ""2023-05-27 15:15:20""]]]"
user5,"[""2023-05-25 20:35:54"", 360, [[""page0"", ""2023-05-25 20:39:45""], [""page1"", ""2023-05-25 20:38:58""], [""page2"", ""2023-05-25 20:39:36""], [""page3"", ""2023-05-25 20:39:39""], [""page4"", ""2023-05-25 20:38:25""], [""page5"", ""2023-05-25 20:41:52""], [""page6"", ""2023-05-25 20:37:22""], [""conversion"", ""2023-05-25 20:41:50""]]]"
user5,"[""2023-05-11 07:57:41"", 281, [[""page0"", ""2023-05-11 08:00:29""], [""page1"", ""2023-05-11 07:58:44""], [""page2"", ""2023-05-11 08:02:07""], [""page3"", ""2023-05-11 07:59:47""], [""page4"", ""2023-05-11 08:01:48""], [""page5"", ""2023-05-11 07:59:08""], [""page6"", ""2023-05-11 07:57:57""], [""page7"", ""2023-05-11 07:58:06""], [""page8"", ""2023-05-11 08:00:38""], [""page9"", ""2023-05-11 08:01:46""], [""page10"", ""2023-05-11 08:01:55""], [""page11"", ""2023-05-11 08:00:04""], [""page12"", ""2023-05-11 08:01:36""], [""page13"", ""2023-05-11 07:59:20""], [""conversion"", ""2023-05-11 07:59:31""]]]"
user5,"[""2023-05-21 10:06:50"", 1424, [[""page0"", ""2023-05-21 10:18:01""], [""page1"", ""2023-05-21 10:22:00""], [""page2"", ""2023-05-21 10:09:14""], [""page3"", ""2023-05-21 10:27:44""], [""page4"", ""2023-05-21 10:21:13""], [""page5"", ""2023-05-21 10:24:07""], [""page6"", ""2023-05-21 10:15:18""], [""page7"", ""2023-05-21 10:27:24""], [""page8"", ""2023-05-21 10:24:29""], [""page9"", ""2023-05-21 10:12:43""], [""page10"", ""2023-05-21 10:23:53""], [""conversion"", ""2023-05-21 10:27:46""]]]"
user6,"[""2023-05-09 08:03:48"", 1645, [[""page0"", ""2023-05-09 08:20:28""], [""page1"", ""2023-05-09 08:22:42""], [""page2"", ""2023-05-09 08:13:36""], [""page3"", ""2023-05-09 08:29:48""], [""page4"", ""2023-05-09 08:11:20""], [""page5"", ""2023-05-09 08:23:05""], [""page6"", ""2023-05-09 08:03:58""], [""page7"", ""2023-05-09 08:19:54""], [""page8"", ""2023-05-09 08:22:57""], [""page9"", ""2023-05-09 08:28:47""], [""page10"", ""2023-05-09 08:16:48""], [""page11"", ""2023-05-09 08:07:47""], [""page12"", ""2023-05-09 08:09:01""], [""page13"", ""2023-05-09 08:27:07""], [""page14"", ""2023-05-09 08:11:54""]]]"
user6,"[""2023-05-19 05:54:25"", 1762, [[""page0"", ""2023-05-19 06:06:09""], [""page1"", ""2023-05-19 06:09:13""], [""page2"", ""2023-05-19 06:06:07""], [""page3"", ""2023-05-19 06:21:42""], [""page4"", ""2023-05-19 05:55:20""], [""page5"", ""2023-05-19 06:11:34""]]]"
user7,"[""2023-05-11 13:00:08"", 354, [[""page0"", ""2023-05-11 13:04:11""], [""page1"", ""2023-05-11 13:02:47""], [""page2"", ""2023-05-11 13:02:19""], [""page3"", ""2023-05-11 13:01:04""], [""page4"", ""2023-05-11 13:00:28""], [""page5"", ""2023-05-11 13:05:50""], [""page6"", ""2023-05-11 13:05:36""]]]"
user7,"[""2023-05-02 21:36:37"", 1456, [[""page0"", ""2023-05-02 21:51:40""], [""page1"", ""2023-05-02 21:56:56""], [""page2"", ""2023-05-02 21:52:58""], [""page3"", ""2023-05-02 21:51:39""], [""page4"", ""2023-05-02 21:37:31""], [""page5"", ""2023-05-02 21:52:26""], [""page6"", ""2023-05-02 21:38:31""], [""page7"", ""2023-05-02 21:57:40""], [""page8"", ""2023-05-02 21:56:06""], [""page9"", ""2023-05-02 21:52:15""], [""page10"", ""2023-05-02 21:57:22""], [""page11"", ""2023-05-02 21:45:40""], [""conversion"", ""2023-05-02 21:40:04""]]]"
user7,"[""2023-05-24 12:12:27"", 221, [[""page0"", ""2023-05-24 12:12:47""], [""page1"", ""2023-05-24 12:12:35""], [""page2"", ""2023-05-24 12:12:28""]]]"
user8,"[""2023-05-21 04:16:27"", 1096, [[""page0"", ""2023-05-21 04:28:43""], [""page1"", ""2023-05-21 04:16:39""], [""conversion"", ""2023-05-21 04:22:29""]]]"
user9,"[""2023-05-22 16:48:28"", 1377, [[""page0"", ""2023-05-22 16:49:16""], [""page1"", ""2023-05-22 16:56:42""], [""page2"", ""2023-05-22 17:06:32""], [""page3"", ""2023-05-22 17:00:42""], [""page4"", ""2023-05-22 17:06:05""], [""page5"", ""2023-05-22 16:59:02""], [""page6"", ""2023-05-22 17:02:21""], [""page7"", ""2023-05-22 16:48:59""], [""page8"", ""2023-05-22 16:58:12""]]]"
user9,"[""2023-05-06 01:29:22"", 1250, [[""page0"", ""2023-05-06 01:31:41""], [""page1"", ""2023-05-06 01:36:10""], [""page2"", ""2023-05-06 01:33:52""], [""page3"", ""2023-05-06 01:34:53""], [""page4"", ""2023-05-06 01:45:04""], [""page5"", ""2023-05-06 01:47:46""], [""page6"", ""2023-05-06 01:46:32""], [""page7"", ""2023-05-06 01:46:30""], [""page8"", ""2023-05-06 01:42:57""], [""page9"", ""2023-05-06 01:36:03""]]]"
user9,"[""2023-05-21 03:42:22"", 1233, [[""page0"", ""2023-05-21 03:43:44""], [""page1"", ""2023-05-21 03:58:01""], [""page2"", ""2023-05-21 03:46:16""], [""page3"", ""2023-05-21 03:47:02""], [""page4"", ""2023-05-21 03:53:38""], [""page5"", ""2023-05-21 03:57:19""], [""page6"", ""2023-05-21 03:58:41""], [""page7"", ""2023-05-21 03:55:54""], [""conversion"", ""2023-05-21 03:42:35""]]]"
user9,"[""2023-05-14 18:49:59"", 976, [[""page0"", ""2023-05-14 18:59:49""], [""page1"", ""2023-05-14 18:54:12""], [""page2"", ""2023-05-14 18:53:42""], [""page3"", ""2023-05-14 18:53:29""], [""page4"", ""2023-05-14 18:52:09""]]]"
user9,"[""2023-05-25 13:12:23"", 1405, [[""page0"", ""2023-05-25 13:35:09""], [""page1"", ""2023-05-25 13:26:22""], [""page2"", ""2023-05-25 13:26:06""], [""page3"", ""2023-05-25 13:14:22""], [""page4"", ""2023-05-25 13:16:18""], [""page5"", ""2023-05-25 13:27:12""], [""page6"", ""2023-05-25 13:28:13""], [""page7"", ""2023-05-25 13:34:06""], [""page8"", ""2023-05-25 13:15:48""], [""page9"", ""2023-05-25 13:35:14""], [""page10"", ""2023-05-25 13:14:15""], [""page11"", ""2023-05-25 13:30:07""], [""page12"", ""2023-05-25 13:34:54""], [""page13"", ""2023-05-25 13:29:37""], [""page14"", ""2023-05-25 13:15:30""]]]"
user9,"[""2023-05-03 05:43:02"", 130, [[""page0"", ""2023-05-03 05:43:51""], [""page1"", ""2023-05-03 05:43:58""], [""page2"", ""2023-05-03 05:45:04""], [""page3"", ""2023-05-03 05:44:16""], [""page4"", ""2023-05-03 05:44:29""], [""page5"", ""2023-05-03 05:44:53""], [""page6"", ""2023-05-03 05:44:29""]]]"
user10,"[""2023-05-17 04:42:30"", 1166, [[""page0"", ""2023-05-17 04:52:49""], [""page1"", ""2023-05-17 04:53:41""], [""page2"", ""2023-05-17 04:55:45""]]]"
user10,"[""2023-05-16 09:23:44"", 997, [[""page0"", ""2023-05-16 09:23:50""], [""page1"", ""2023-05-16 09:29:49""], [""page2"", ""2023-05-16 09:27:13""], [""page3"", ""2023-05-16 09:40:02""], [""page4"", ""2023-05-16 09:26:42""], [""page5"", ""2023-05-16 09:29:22""]]]"
user10,"[""2023-05-13 08:32:07"", 1144, [[""page0"", ""2023-05-13 08:49:04""]]]"
user10,"[""2023-05-03 13:11:34"", 761, [[""page0"", ""2023-05-03 13:14:02""], [""page1"", ""2023-05-03 13:13:43""], [""page2"", ""2023-05-03 13:21:17""], [""page3"", ""2023-05-03 13:18:35""]]]"
user10,"[""2023-05-01 14:56:14"", 1596, [[""page0"", ""2023-05-01 15:12:53""], [""page1"", ""2023-05-01 14:58:27""], [""page2"", ""2023-05-01 14:58:41""], [""page3"", ""2023-05-01 15:06:11""], [""page4"", ""2023-05-01 15:10:13""], [""page5"", ""2023-05-01 15:17:01""], [""page6"", ""2023-05-01 15:08:21""], [""page7"", ""2023-05-01 15:11:09""], [""page8"", ""2023-05-01 15:15:56""]]]"
user10,"[""2023-05-15 20:37:21"", 1354, [[""page0"", ""2023-05-15 20:38:25""], [""page1"", ""2023-05-15 20:37:25""], [""page2"", ""2023-05-15 20:40:00""], [""page3"", ""2023-05-15 20:56:25""], [""page4"", ""2023-05-15 20:45:39""], [""page5"", ""2023-05-15 20:59:01""]]]"
user10,"[""2023-05-02 11:49:32"", 801, [[""page0"", ""2023-05-02 11:54:16""], [""page1"", ""2023-05-02 12:01:26""], [""page2"", ""2023-05-02 11:55:13""], [""page3"", ""2023-05-02 11:52:24""], [""page4"", ""2023-05-02 11:54:17""], [""page5"", ""2023-05-02 11:51:33""], [""page6"", ""2023-05-02 11:57:35""], [""page7"", ""2023-05-02 11:59:34""], [""page8"", ""2023-05-02 12:00:02""], [""page9"", ""2023-05-02 12:00:29""], [""page10"", ""2023-05-02 11:54:16""]]]"
user10,"[""2023-05-19 19:42:05"", 1006, [[""page0"", ""2023-05-19 19:54:53""], [""page1"", ""2023-05-19 19:54:09""], [""page2"", ""2023-05-19 19:48:25""], [""page3"", ""2023-05-19 19:52:12""], [""page4"", ""2023-05-19 19:44:35""], [""page5"", ""2023-05-19 19:42:41""]]]"
user10,"[""2023-05-16 05:38:49"", 1584, [[""page0"", ""2023-05-16 05:55:16""], [""page1"", ""2023-05-16 05:39:05""], [""page2"", ""2023-05-16 05:55:16""], [""page3"", ""2023-05-16 05:49:46""], [""page4"", ""2023-05-16 05:57:13""], [""page5"", ""2023-05-16 05:54:18""], [""page6"", ""2023-05-16 05:49:31""], [""page7"", ""2023-05-16 05:46:39""], [""page8"", ""2023-05-16 05:54:12""], [""page9"", ""2023-05-16 05:41:09""], [""page10"", ""2023-05-16 06:03:55""]]]"
user10,"[""2023-05-21 10:41:46"", 1045, [[""page0"", ""2023-05-21 10:48:21""], [""page1"", ""2023-05-21 10:44:11""], [""page2"", ""2023-05-21 10:50:52""], [""page3"", ""2023-05-21 10:53:11""], [""page4"", ""2023-05-21 10:50:07""], [""page5"", ""2023-05-21 10:44:19""], [""page6"", ""2023-05-21 10:55:00""], [""page7"", ""2023-05-21 10:54:15""], [""page8"", ""2023-05-21 10:58:54""], [""page9"", ""2023-05-21 10:49:35""], [""page10"", ""2023-05-21 10:53:55""], [""page11"", ""2023-05-21 10:42:57""], [""page12"", ""2023-05-21 10:47:31""], [""page13"", ""2023-05-21 10:47:18""], [""page14"", ""2023-05-21 10:44:10""]]]"
user11,"[""2023-05-12 07:08:33"", 1798, [[""page0"", ""2023-05-12 07:23:57""], [""page1"", ""2023-05-12 07:37:46""], [""page2"", ""2023-05-12 07:30:10""], [""page3"", ""2023-05-12 07:26:51""], [""page4"", ""2023-05-12 07:27:05""], [""page5"", ""2023-05-12 07:33:40""], [""page6"", ""2023-05-12 07:33:43""]]]"
user11,"[""2023-05-14 17:02:01"", 387, [[""page0"", ""2023-05-14 17:02:19""], [""page1"", ""2023-05-14 17:05:39""], [""page2"", ""2023-05-14 17:06:26""], [""page3"", ""2023-05-14 17:06:11""], [""page4"", ""2023-05-14 17:03:56""], [""page5"", ""2023-05-14 17:06:02""], [""page6"", ""2023-05-14 17:05:01""], [""page7"", ""2023-05-14 17:05:41""], [""page8"", ""2023-05-14 17:02:55""]]]"
user11,"[""2023-05-27 15:50:53"", 222, [[""page0"", ""2023-05-27 15:54:24""], [""page1"", ""2023-05-27 15:51:25""], [""page2"", ""2023-05-27 15:52:46""], [""page3"", ""2023-05-27 15:51:23""], [""page4"", ""2023-05-27 15:53:59""], [""page5"", ""2023-05-27 15:54:28""], [""page6"", ""2023-05-27 15:53:23""], [""page7"", ""2023-05-27 15:53:26""], [""page8"", ""2023-05-27 15:51:19""], [""page9"", ""2023-05-27 15:52:48""], [""page10"", ""2023-05-27 15:53:30""], [""page11"", ""2023-05-27 15:51:34""], [""page12"", ""2023-05-27 15:51:50""]]]"
user12,"[""2023-05-09 15:48:17"", 1541, [[""page0"", ""2023-05-09 16:05:36""], [""page1"", ""2023-05-09 16:09:59""], [""page2"", ""2023-05-09 15:51:19""], [""page3"", ""2023-05-09 15:56:06""], [""page4"", ""2023-05-09 16:13:08""], [""page5"", ""2023-05-09 15:53:16""]]]"
user12,"[""2023-05-15 18:13:38"", 1420, [[""page0"", ""2023-05-15 18:27:56""], [""page1"", ""2023-05-15 18:30:15""], [""page2"", ""2023-05-15 18:14:59""], [""page3"", ""2023-05-15 18:14:02""], [""page4"", ""2023-05-15 18:33:07""], [""page5"", ""2023-05-15 18:36:20""], [""page6"", ""2023-05-15 18:27:04""], [""page7"", ""2023-05-15 18:30:36""], [""page8"", ""2023-05-15 18:32:03""]]]"
user12,"[""2023-05-03 06:01:01"", 602, [[""page0"", ""2023-05-03 06:07:11""], [""page1"", ""2023-05-03 06:08:41""], [""page2"", ""2023-05-03 06:10:30""], [""page3"", ""2023-05-03 06:04:56""], [""page4"", ""2023-05-03 06:02:04""], [""page5"", ""2023-05-03 06:06:38""], [""page6"", ""2023-05-03 06:08:23""], [""page7"", ""2023-05-03 06:03:57""], [""page8"", ""2023-05-03 06:01:39""], [""page9"", ""2023-05-03 06:05:45""], [""page10"", ""2023-05-03 06:03:10""]]]"
user12,"[""2023-05-15 10:01:43"", 365, [[""page0"", ""2023-05-15 10:05:18""], [""page1"", ""2023-05-15 10:07:41""], [""page2"", ""2023-05-15 10:04:42""], [""page3"", ""2023-05-15 10:06:50""], [""page4"", ""2023-05-15 10:04:03""]]]"
user12,"[""2023-05-13 15:07:03"", 1238, [[""page0"", ""2023-05-13 15:12:50""], [""page1"", ""2023-05-13 15:23:51""], [""page2"", ""2023-05-13 15:11:38""], [""page3"", ""2023-05-13 15:11:18""], [""page4"", ""2023-05-13 15:14:38""], [""page5"", ""2023-05-13 15:12:37""], [""page6"", ""2023-05-13 15:17:10""], [""page7"", ""2023-05-13 15:13:02""], [""page8"", ""2023-05-13 15:10:00""], [""page9"", ""2023-05-13 15:17:16""], [""page10"", ""2023-05-13 15:25:09""], [""page11"", ""2023-05-13 15:17:09""], [""page12"", ""2023-05-13 15:21:02""], [""page13"", ""2023-05-13 15:15:51""]]]"
user12,"[""2023-05-22 12:14:18"", 327, [[""page0"", ""2023-05-22 12:17:29""], [""page1"", ""2023-05-22 12:16:13""], [""page2"", ""2023-05-22 12:17:22""], [""page3"", ""2023-05-22 12:19:03""], [""page4"", ""2023-05-22 12:17:09""], [""page5"", ""2023-05-22 12:14:34""], [""page6"", ""2023-05-22 12:17:16""], [""page7"", ""2023-05-22 12:18:30""], [""page8"", ""2023-05-22 12:19:08""], [""page9"", ""2023-05-22 12:17:04""]]]"
user12,"[""2023-05-14 21:40:45"", 81, [[""page0"", ""2023-05-14 21:41:01""], [""page1"", ""2023-05-14 21:41:21""], [""page2"", ""2023-05-14 21:41:40""], [""page3"", ""2023-05-14 21:40:49""], [""page4"", ""2023-05-14 21:41:23""], [""page5"", ""2023-05-14 21:42:00""], [""page6"", ""2023-05-14 21:41:15""], [""page7"", ""2023-05-14 21:41:33""], [""page8"", ""2023-05-14 21:40:56""], [""page9"", ""2023-05-14 21:41:00""], [""page10"", ""2023-05-14 21:41:22""]]]"
user12,"[""2023-05-09 02:46:16"", 937, [[""page0"", ""2023-05-09 02:57:17""], [""page1"", ""2023-05-09 02:52:24""], [""page2"", ""2023-05-09 02:46:28""], [""page3"", ""2023-05-09 03:00:36""], [""page4"", ""2023-05-09 02:50:38""], [""page5"", ""2023-05-09 02:47:50""], [""page6"", ""2023-05-09 02:50:21""], [""page7"", ""2023-05-09 02:59:14""], [""page8"", ""2023-05-09 02:51:34""], [""page9"", ""2023-05-09 02:56:14""], [""page10"", ""2023-05-09 02:49:41""], [""page11"", ""2023-05-09 02:48:01""], [""conversion"", ""2023-05-09 03:01:28""]]]"
user12,"[""2023-05-18 05:44:26"", 8, [[""page0"", ""2023-05-18 05:44:33""], [""page1"", ""2023-05-18 05:44:29""], [""page2"", ""2023-05-18 05:44:29""]]]"
user13,"[""2023-05-13 01:48:35"", 519, [[""page0"", ""2023-05-13 01:52:06""], [""page1"", ""2023-05-13 01:55:04""], [""page2"", ""2023-05-13 01:52:24""], [""page3"", ""2023-05-13 01:50:18""], [""page4"", ""2023-05-13 01:51:06""], [""page5"", ""2023-05-13 01:53:10""], [""page6"", ""2023-05-13 01:51:33""], [""page7"", ""2023-05-13 01:50:53""], [""page8"", ""2023-05-13 01:50:37""], [""page9"", ""2023-05-13 01:51:59""], [""page10"", ""2023-05-13 01:54:02""], [""page11"", ""2023-05-13 01:52:03""], [""page12"", ""2023-05-13 01:49:24""], [""page13"", ""2023-05-13 01:56:27""]]]"
