"id","created_at","problem_id","user_id","language_id"
97,2021-06-23 20:37:58.832,9,2,3
98,2021-06-23 20:39:58.991,9,2,3
99,2021-06-23 20:40:42.137,9,2,3
100,2021-06-23 20:41:36.642,9,2,3
101,2021-06-23 20:42:22.599,9,2,3
102,2021-06-23 20:46:37.697,11,2,3
103,2021-06-23 20:46:41.283,11,2,3
104,2021-06-23 20:47:11.112,11,2,3
105,2021-06-23 20:47:24.481,11,2,3
106,2021-06-23 20:48:02.450,11,2,3
107,2021-06-23 21:30:31.622,11,2,3
108,2021-06-23 21:30:34.612,11,2,3
109,2021-06-23 21:33:51.433,11,2,3
110,2021-06-23 21:33:52.326,11,2,3
111,2021-06-23 21:33:52.940,11,2,3
112,2021-06-23 21:35:24.000,11,2,3
113,2021-06-23 21:35:24.927,11,2,3
114,2021-06-23 21:35:52.408,11,2,3
115,2021-06-23 21:36:35.156,11,2,3
116,2021-06-23 21:36:54.766,11,2,3
117,2021-06-23 21:36:55.279,11,2,3
118,2021-06-23 21:36:55.630,11,2,3
119,2021-06-23 21:38:52.464,11,2,3
120,2021-06-23 21:39:33.569,11,2,3
121,2021-06-23 21:41:54.587,11,2,3
122,2021-06-23 21:42:18.438,11,2,3
123,2021-06-23 21:44:11.523,11,2,3
124,2021-06-23 21:45:21.216,11,2,3
125,2021-06-23 21:45:27.020,11,2,3
126,2021-06-23 21:45:42.997,11,2,3
127,2021-06-23 21:45:47.840,11,2,3
128,2021-06-23 21:45:55.659,11,2,3
129,2021-06-23 21:46:06.354,11,2,3
130,2021-06-23 21:46:15.431,11,2,3
131,2021-06-23 21:46:23.700,11,2,3
132,2021-06-23 21:47:58.651,11,2,3
133,2021-06-23 21:48:39.226,11,2,3
134,2021-06-23 21:49:12.002,11,2,3
135,2021-06-23 21:49:29.537,11,2,3
136,2021-06-23 21:50:33.940,11,2,3
137,2021-06-23 21:56:52.290,9,2,3
138,2021-06-24 07:36:58.224,11,2,3
139,2021-06-24 18:45:49.921,11,2,3
140,2021-06-24 18:46:14.450,11,2,3
141,2021-06-24 18:49:31.445,11,2,3
142,2021-06-24 18:50:13.957,11,2,3
143,2021-06-24 20:03:34.450,11,2,3
144,2021-06-24 20:03:39.078,11,2,3
145,2021-06-24 20:04:13.713,11,2,3
146,2021-06-24 20:04:20.456,11,2,3
147,2021-06-24 20:04:37.669,11,2,3
148,2021-06-24 20:04:43.504,11,2,3
149,2021-06-24 20:05:00.971,11,2,3
150,2021-06-24 20:30:34.194,11,2,3
151,2021-06-24 20:30:38.588,11,2,3
152,2021-06-24 20:30:44.713,11,2,3
153,2021-06-25 09:05:36.931,11,2,3
154,2021-06-25 09:54:42.903,11,2,3
155,2021-06-25 16:40:55.628,9,2,3
156,2021-06-25 16:43:13.186,9,2,3
157,2021-06-25 16:44:59.073,9,2,3
158,2021-06-25 16:50:11.613,9,2,3
159,2021-06-25 16:53:22.003,9,2,3
160,2021-06-25 16:55:05.403,9,2,3
161,2021-06-25 16:55:20.725,9,2,3
162,2021-06-25 16:58:19.982,9,2,3
163,2021-06-25 16:59:33.507,11,2,3
164,2021-06-25 16:59:35.906,9,2,3
165,2021-06-25 16:59:38.653,11,2,3
166,2021-06-25 17:00:30.565,9,2,3
167,2021-06-25 17:00:33.331,11,2,3
168,2021-06-25 17:00:46.657,11,2,3
169,2021-06-25 17:01:35.903,9,2,3
170,2021-06-25 17:03:06.334,9,2,3
171,2021-06-25 17:04:29.672,9,2,3
172,2021-06-25 17:07:02.951,9,2,3
173,2021-06-25 17:12:43.661,9,2,3
174,2021-06-25 17:13:42.195,9,2,3
175,2021-06-25 17:15:36.172,9,2,3
176,2021-06-25 17:29:57.979,9,2,3
177,2021-06-25 17:35:39.541,9,2,3
178,2021-06-25 17:37:17.308,9,2,3
179,2021-06-25 17:39:20.406,9,2,3
180,2021-06-25 17:41:32.057,9,2,3
181,2021-06-25 17:42:26.607,9,2,3
182,2021-06-25 17:42:32.639,11,2,3
183,2021-06-25 17:43:12.653,11,2,3
184,2021-06-25 17:43:30.708,9,2,3
185,2021-06-25 17:43:48.486,9,2,3
186,2021-06-25 18:26:39.888,11,2,3
187,2021-06-25 18:34:41.305,11,2,3
188,2021-06-25 18:46:15.595,11,2,3
189,2021-06-25 18:46:20.358,11,2,3
190,2021-06-25 18:46:39.264,11,2,3
191,2021-06-25 18:46:48.159,11,2,3
192,2021-06-25 18:46:53.195,11,2,3
193,2021-06-28 07:36:26.043,11,2,3
194,2021-06-28 08:42:51.533,11,2,3
195,2021-06-28 08:43:00.225,11,2,3
196,2021-06-28 08:43:24.652,11,2,3
197,2021-06-28 08:43:35.549,11,2,3
198,2021-06-28 08:44:02.072,11,2,3
199,2021-06-28 08:44:15.199,11,2,3
200,2021-06-28 08:44:32.714,11,2,3
201,2021-06-28 09:14:46.431,11,2,3
202,2021-06-28 12:31:44.759,11,2,3
203,2021-06-29 09:04:58.241,11,2,3
204,2021-06-29 09:06:03.075,11,2,3
205,2021-06-29 09:06:31.363,11,2,3
206,2021-06-29 09:06:36.238,11,2,3
207,2021-06-29 09:06:55.267,11,2,3
208,2021-06-29 09:07:22.268,11,2,3
209,2021-06-29 15:52:29.651,11,2,3
210,2021-06-29 15:52:45.186,11,2,3
211,2021-06-29 15:53:09.608,11,2,3
212,2021-06-29 15:57:56.915,11,2,3
213,2021-06-29 15:59:13.014,11,2,3
214,2021-06-29 15:59:15.429,11,2,3
215,2021-06-30 13:08:30.979,11,2,3
216,2021-06-30 13:08:42.517,11,2,3
217,2021-06-30 13:09:26.490,11,2,3
218,2021-06-30 13:13:22.805,11,2,3
219,2021-06-30 13:13:34.453,11,2,3
220,2021-06-30 13:22:58.726,11,2,3
221,2021-06-30 13:24:02.434,11,2,3
222,2021-06-30 13:25:00.801,11,2,3
223,2021-06-30 13:25:23.521,11,2,3
224,2021-06-30 13:59:54.662,9,2,3
225,2021-06-30 14:28:11.012,11,2,3
226,2021-06-30 14:37:10.823,11,2,3
227,2021-06-30 14:42:44.270,11,2,3
228,2021-06-30 14:43:25.153,11,2,3
229,2021-06-30 14:44:06.398,11,2,3
230,2021-06-30 14:44:42.061,11,2,3
231,2021-06-30 16:21:15.501,11,2,3
232,2021-06-30 16:23:51.029,11,2,3
233,2021-06-30 16:24:21.345,9,2,3
234,2021-06-30 16:41:21.767,11,2,3
235,2021-06-30 20:34:18.461,9,2,3
236,2021-06-30 20:34:50.444,9,2,3
237,2021-06-30 20:44:08.092,11,2,3
238,2021-06-30 20:44:25.679,11,2,3
239,2021-07-01 09:19:16.733,9,2,3
240,2021-07-01 17:40:23.336,11,2,3
241,2021-07-01 17:43:40.599,11,2,3
242,2021-07-06 15:27:54.918,11,2,3
243,2021-07-06 15:28:02.737,11,2,3
244,2021-07-06 15:36:06.357,11,2,3
245,2021-07-06 16:08:30.648,11,2,3
246,2021-07-06 16:08:32.899,11,2,3
247,2021-07-06 16:08:33.588,11,2,3
248,2021-07-06 16:08:34.278,11,2,3
249,2021-07-06 16:08:34.461,11,2,3
250,2021-07-06 16:08:34.559,11,2,3
251,2021-07-06 16:08:34.697,11,2,3
252,2021-07-06 16:08:34.826,11,2,3
253,2021-07-06 16:08:35.019,11,2,3
254,2021-07-06 16:08:48.219,11,2,3
255,2021-07-06 16:08:48.347,11,2,3
256,2021-07-06 16:08:48.513,11,2,3
257,2021-07-06 16:08:48.581,11,2,3
258,2021-07-06 16:08:48.712,11,2,3
259,2021-07-06 16:08:48.857,11,2,3
260,2021-07-06 16:08:49.009,11,2,3
261,2021-07-06 16:08:49.106,11,2,3
262,2021-07-06 16:08:49.361,11,2,3
263,2021-07-06 16:08:49.475,11,2,3
264,2021-07-06 16:08:49.621,11,2,3
265,2021-07-06 20:28:35.155,11,2,3
266,2021-07-06 20:28:41.335,11,2,3
267,2021-07-06 20:50:49.896,11,2,3
268,2021-07-07 07:22:47.446,11,2,3
269,2021-07-07 07:24:19.663,11,2,3
270,2021-07-07 07:26:48.326,11,2,3
271,2021-07-07 07:26:52.361,11,2,3
272,2021-07-07 07:27:00.164,11,2,3
273,2021-07-07 07:27:21.229,11,2,3
274,2021-07-07 07:27:28.211,11,2,3
275,2021-07-07 07:27:41.418,11,2,3
276,2021-07-07 07:27:47.811,11,2,3
277,2021-07-07 07:31:13.250,11,2,3
278,2021-07-07 07:31:32.053,11,2,3
279,2021-07-07 07:31:48.540,11,2,3
280,2021-07-07 07:32:39.284,11,2,3
281,2021-07-07 07:42:56.129,11,2,3
282,2021-07-07 07:43:11.838,11,2,3
283,2021-07-07 07:44:41.052,11,2,3
284,2021-07-07 07:44:45.842,11,2,3
285,2021-07-07 07:45:10.396,11,2,3
286,2021-07-07 08:32:07.612,11,2,3
287,2021-07-07 08:32:12.314,11,2,3
288,2021-07-07 08:51:53.511,11,2,3
289,2021-07-07 08:52:05.089,11,2,3
290,2021-07-07 08:53:22.537,11,2,3
291,2021-07-07 08:57:56.910,11,2,3
292,2021-07-07 17:13:12.345,11,2,3
293,2021-07-07 17:13:16.470,11,2,3
294,2021-07-08 15:39:02.204,3,2,3
295,2021-09-19 23:09:31.866,1,43,3
296,2021-09-19 23:10:14.230,1,43,3
297,2021-09-19 23:11:33.395,1,43,3
298,2021-09-19 23:12:34.545,1,43,3
299,2021-09-19 23:13:13.048,1,43,3
300,2021-09-19 23:13:39.124,1,43,3
301,2021-09-19 23:15:44.724,1,43,3
302,2021-09-19 23:16:12.684,1,43,3
303,2021-09-19 23:16:24.858,1,43,3
304,2021-09-19 23:16:48.398,1,43,3
305,2021-09-19 23:17:15.554,1,43,3
306,2021-09-19 23:17:22.425,1,43,3
307,2021-09-19 23:17:27.598,1,43,3
308,2021-09-19 23:17:29.431,1,43,3
309,2021-09-19 23:19:21.323,1,43,3
310,2021-09-19 23:19:35.043,1,43,3
311,2021-09-19 23:30:19.698,1,43,3
312,2021-09-19 23:37:08.868,1,43,3
313,2021-09-20 00:09:34.093,1,43,3
314,2021-09-20 00:09:53.914,1,43,3
315,2021-09-20 00:10:53.480,1,43,3
316,2021-09-20 00:11:19.489,1,43,3
317,2021-09-20 00:11:45.101,1,43,3
318,2021-09-20 00:12:18.225,1,43,3
319,2021-09-20 00:13:16.915,1,43,3
320,2021-09-20 00:16:20.639,1,43,3
321,2021-09-20 00:16:59.655,1,43,3
322,2021-09-20 00:21:23.375,1,43,3
323,2021-09-20 00:22:10.922,1,43,3
324,2021-09-20 00:22:36.128,1,43,3
325,2021-09-20 00:22:37.532,1,43,3
326,2021-09-20 00:22:40.072,1,43,3
327,2021-09-20 00:24:05.780,1,43,3
328,2021-09-20 00:26:43.685,1,43,3
329,2021-09-20 00:26:46.086,1,43,3
330,2021-09-20 00:26:46.793,1,43,3
331,2021-09-20 00:26:47.462,1,43,3
332,2021-09-20 00:26:48.558,1,43,3
333,2021-09-20 00:26:49.642,1,43,3
334,2021-09-20 00:27:10.435,1,43,3
335,2021-09-20 00:27:11.377,1,43,3
336,2021-09-20 00:27:14.083,1,43,3
337,2021-09-20 00:27:14.851,1,43,3
338,2021-09-20 00:27:23.030,1,43,3
339,2021-09-20 00:27:23.823,1,43,3
340,2021-09-20 00:27:24.623,1,43,3
341,2021-09-20 00:27:25.385,1,43,3
342,2021-09-20 00:27:35.146,1,43,3
343,2021-09-20 00:27:38.922,1,43,3
344,2021-09-20 00:27:40.171,1,43,3
345,2021-09-20 00:32:00.915,1,43,3
346,2021-09-20 00:32:10.730,1,43,3
347,2021-09-20 00:33:27.661,1,43,3
348,2021-09-20 00:33:34.827,1,43,3
349,2021-09-20 00:33:40.288,1,43,3
350,2021-09-20 00:35:37.954,1,43,3
351,2021-09-20 00:36:02.957,1,43,3
352,2021-09-20 01:01:18.418,1,43,3
353,2021-09-20 01:50:49.629,2,43,3
354,2021-09-20 01:57:17.296,2,43,3
355,2021-09-20 03:07:47.060,1,43,3
356,2021-09-20 03:33:48.251,104,43,3
357,2021-09-20 03:34:50.966,104,43,3
358,2021-09-20 03:51:31.680,104,43,3
359,2021-09-20 07:40:52.072,110,43,3
360,2021-09-20 10:30:39.742,4,63,3
361,2021-09-20 10:30:59.180,4,63,3
362,2021-09-20 10:31:08.017,4,63,3
363,2021-09-20 10:34:12.860,20,63,3
364,2021-09-20 10:34:28.142,20,63,3
365,2021-09-20 10:36:27.702,29,63,3
366,2021-09-20 13:01:30.589,42,63,3
367,2021-09-20 13:02:23.680,40,63,3
368,2021-09-20 13:03:51.676,1,63,3
369,2021-09-20 13:04:04.735,1,63,3
370,2021-09-20 13:04:06.065,1,63,3
371,2021-09-20 15:05:59.590,20,63,3
372,2021-09-20 15:20:11.039,51,63,3
373,2021-09-20 15:25:18.670,104,63,3
374,2021-09-20 15:28:05.567,108,63,3
375,2021-09-20 15:29:51.978,112,63,3
376,2021-09-20 15:52:59.879,24,63,3
377,2021-09-20 16:28:58.177,39,63,3
378,2021-09-20 16:31:27.643,42,63,3
379,2021-09-20 16:31:34.125,42,63,3
380,2021-09-20 16:31:48.825,42,63,3
381,2021-09-20 16:31:49.869,42,63,3
382,2021-09-20 16:45:52.148,51,63,3
383,2021-09-20 16:47:49.995,51,63,3
384,2021-09-20 16:47:52.256,51,63,3
385,2021-09-20 16:47:54.402,51,63,3
386,2021-09-20 16:47:55.118,51,63,3
387,2021-09-20 16:54:11.619,104,63,3
388,2021-09-20 17:59:37.503,1,63,3
389,2021-09-20 17:59:45.596,1,63,3
390,2021-09-20 17:59:52.272,1,63,3
391,2021-09-20 18:00:05.627,1,63,3
392,2021-09-20 18:01:45.592,82,63,2
393,2021-09-20 18:02:54.558,104,63,3
394,2021-09-20 18:04:03.153,106,63,3
395,2021-09-20 18:04:28.241,106,63,3
396,2021-09-20 18:04:51.639,106,63,3
397,2021-09-20 18:15:39.440,106,63,3
398,2021-09-20 18:15:43.769,106,63,3
399,2021-09-20 18:18:07.223,106,63,3
400,2021-09-20 18:23:11.840,111,63,3
401,2021-09-20 18:23:25.384,111,63,3
402,2021-09-20 18:23:31.212,111,63,3
403,2021-09-20 18:23:48.861,111,63,3
404,2021-09-20 18:23:58.262,111,63,3
405,2021-09-20 18:24:02.951,111,63,3
406,2021-09-20 18:24:47.706,111,63,3
407,2021-09-20 18:24:50.816,111,63,3
408,2021-09-20 18:30:55.987,111,63,3
409,2021-09-20 18:31:03.508,111,63,3
410,2021-09-20 18:47:52.122,107,63,3
411,2021-09-20 18:49:46.411,113,63,3
412,2021-09-20 18:52:55.487,107,63,3
413,2021-09-20 18:52:55.967,107,63,3
414,2021-09-20 19:01:34.787,113,63,3
415,2021-09-20 19:01:54.029,107,63,3
416,2021-09-20 19:02:03.745,107,63,3
417,2021-09-20 19:19:03.640,107,63,3
418,2021-09-20 19:19:09.621,107,63,3
419,2021-09-20 19:22:33.560,107,63,3
420,2021-09-20 19:22:48.374,107,63,3
421,2021-09-20 19:31:49.584,106,63,3
422,2021-09-20 19:35:30.109,107,63,3
423,2021-09-20 19:36:20.895,106,63,3
424,2021-09-20 19:51:47.306,11,63,3
425,2021-09-20 19:52:47.138,11,63,3
426,2021-09-21 08:10:09.720,75,63,2
427,2021-09-21 08:11:21.734,75,63,2
428,2021-09-21 08:13:06.417,81,63,2
429,2021-09-21 08:13:11.887,81,63,2
430,2021-09-21 08:13:41.344,84,63,2
431,2021-09-21 08:17:19.222,110,63,3
432,2021-09-21 08:17:41.683,110,63,3
433,2021-09-21 08:18:25.988,111,63,3
434,2021-09-21 08:19:12.253,111,63,3
435,2021-09-21 08:19:20.241,111,63,3
436,2021-09-21 11:23:50.316,14,43,3
437,2021-09-21 11:24:09.965,14,43,3
438,2021-09-21 11:24:16.042,14,43,3
439,2021-09-21 11:39:55.023,106,43,3
440,2021-09-21 11:40:06.637,106,43,3
441,2021-09-21 11:40:15.718,106,43,3
442,2021-09-21 11:40:35.651,106,43,3
443,2021-09-21 11:41:21.481,106,43,3
444,2021-09-21 11:41:24.464,106,43,3
445,2021-09-21 11:41:27.838,106,43,3
446,2021-09-21 11:41:40.005,106,43,3
447,2021-09-21 11:42:10.310,106,43,3
448,2021-09-21 11:42:12.295,106,43,3
449,2021-09-21 11:42:20.947,106,43,3
450,2021-09-21 14:43:07.796,113,43,3
451,2021-09-21 14:54:21.173,106,43,3
452,2021-09-21 14:56:54.741,106,43,3
453,2021-09-21 14:56:58.391,106,43,3
454,2021-09-21 14:57:09.020,106,43,3
455,2021-09-21 14:57:11.870,106,43,3
456,2021-09-21 14:57:18.936,106,43,3
457,2021-09-21 14:57:29.579,106,43,3
458,2021-09-21 14:57:29.771,106,43,3
459,2021-09-21 14:57:29.916,106,43,3
460,2021-09-21 14:57:30.084,106,43,3
461,2021-09-21 14:57:30.215,106,43,3
462,2021-09-21 14:57:30.364,106,43,3
463,2021-09-21 14:57:31.686,106,43,3
464,2021-09-21 14:57:31.759,106,43,3
465,2021-09-21 14:57:31.938,106,43,3
466,2021-09-21 14:57:32.825,106,43,3
467,2021-09-21 14:57:32.970,106,43,3
468,2021-09-21 14:57:33.148,106,43,3
469,2021-09-21 14:57:33.677,106,43,3
470,2021-09-21 14:57:33.771,106,43,3
471,2021-09-21 14:57:33.945,106,43,3
472,2021-09-21 14:57:35.190,106,43,3
473,2021-09-21 14:57:35.406,106,43,3
474,2021-09-21 15:08:24.366,106,43,3
475,2021-09-21 15:30:15.203,106,63,3
476,2021-09-21 15:34:46.396,1,63,3
477,2021-09-21 16:49:54.465,1,63,3
478,2021-09-21 16:52:12.355,1,63,3
479,2021-09-22 14:29:20.336,1,63,3
480,2021-09-22 14:29:43.696,95,63,2
481,2021-09-22 14:29:56.876,1,63,3
482,2021-09-22 14:54:25.563,1,63,3
483,2021-09-22 15:07:05.394,1,63,3
484,2021-09-22 15:10:26.451,1,63,3
485,2021-09-22 15:49:37.335,1,63,3
486,2021-09-22 15:49:40.453,1,63,3
487,2021-09-22 16:03:17.481,1,63,3
488,2021-09-22 16:04:01.357,1,63,3
489,2021-09-22 16:11:59.487,1,63,3
490,2021-09-22 16:17:37.266,1,63,3
491,2021-09-22 16:26:39.668,1,63,3
492,2021-09-22 16:28:11.784,1,63,3
493,2021-09-22 16:29:41.681,1,63,3
494,2021-09-22 16:32:22.734,1,63,3
495,2021-09-22 19:47:56.562,1,63,3
496,2021-09-22 19:58:17.908,1,63,3
497,2021-09-22 19:59:40.587,1,63,3
498,2021-09-22 20:03:50.769,1,63,3
499,2021-09-22 20:07:26.454,1,63,3
500,2021-09-23 11:59:21.352,106,50,3
501,2021-09-23 12:39:45.028,1,63,3
502,2021-09-23 13:06:43.160,1,63,3
503,2021-09-23 15:10:40.198,1,63,3
504,2021-09-23 15:12:20.556,1,63,3
505,2021-09-23 15:32:17.192,1,63,3
506,2021-09-23 15:34:29.105,1,63,3
507,2021-09-23 15:35:11.989,1,63,3
508,2021-09-23 15:51:00.519,1,63,3
509,2021-09-23 16:19:30.915,1,63,3
510,2021-09-24 08:37:57.615,8,63,3
511,2021-09-24 08:38:04.868,8,63,3
512,2021-09-24 08:38:12.256,8,63,3
513,2021-09-24 08:43:27.972,55,63,3
514,2021-09-24 08:50:28.236,8,63,3
515,2021-09-24 08:50:37.144,8,63,3
516,2021-09-24 08:50:50.858,8,63,3
517,2021-09-24 09:47:36.337,1,63,3
518,2021-09-24 09:48:18.095,1,63,3
519,2021-09-24 10:00:19.496,1,63,3
520,2021-09-24 10:00:29.306,1,63,3
521,2021-09-24 10:00:47.596,1,63,3
522,2021-09-24 10:00:52.402,1,63,3
523,2021-09-24 10:01:03.064,1,63,3
524,2021-09-24 10:01:06.990,1,63,3
525,2021-09-25 16:44:17.511,8,63,3
526,2021-09-25 16:45:37.525,19,63,3
527,2021-09-25 16:45:52.722,19,63,3
528,2021-09-25 16:47:43.006,20,63,3
529,2021-09-25 16:49:14.427,55,63,3
530,2021-09-28 09:39:29.213,1,63,3
531,2021-09-28 09:48:45.212,1,63,3
532,2021-09-28 09:48:50.404,1,63,3
533,2021-09-29 08:00:36.694,1,63,3
534,2021-09-29 08:09:23.278,1,63,3
535,2021-09-29 08:41:32.298,1,63,3
536,2021-09-29 08:41:37.291,2,63,3
537,2021-09-30 12:41:56.324,1,63,3
538,2021-09-30 12:41:58.587,1,63,3
539,2021-09-30 12:41:59.577,1,63,3
540,2021-09-30 19:02:11.159,1,63,3
541,2021-09-30 19:02:22.714,1,63,3
542,2021-10-05 10:39:05.056,117,63,2
543,2021-10-07 09:50:35.682,1,63,3
544,2021-10-07 11:14:21.765,43,63,3
545,2021-10-07 11:17:10.223,43,63,3
546,2021-10-07 11:20:31.837,43,63,3
547,2021-10-08 07:01:43.726,106,50,3
548,2021-10-08 07:12:11.846,106,50,3
549,2021-10-08 07:23:22.262,106,50,3
550,2021-10-08 16:02:02.154,145,63,2
551,2021-10-08 16:02:04.395,145,63,2
552,2021-10-08 16:02:17.113,1,63,3
553,2021-10-08 16:02:29.665,1,63,3
554,2021-10-08 16:02:43.133,1,63,3
555,2021-10-12 15:30:09.820,1,63,3
556,2021-10-12 15:31:10.602,148,63,2
557,2021-10-12 16:26:00.812,148,63,2
558,2021-10-12 16:26:13.101,148,63,2
559,2021-10-14 11:34:16.867,11,63,3
560,2021-10-14 11:35:09.453,11,63,3
561,2021-10-14 11:35:14.171,11,63,3
562,2021-10-14 11:35:17.317,11,63,3
563,2021-10-14 11:41:09.613,58,63,3
564,2021-10-14 13:31:54.204,139,50,2
565,2021-10-14 13:36:02.120,1,50,3
566,2021-10-14 13:36:05.609,1,50,3
567,2021-10-14 13:36:06.400,1,50,3
568,2021-10-14 13:36:31.462,1,50,3
569,2021-10-14 13:37:17.639,1,50,3
570,2021-10-14 13:37:46.479,139,50,2
571,2021-10-14 14:01:32.816,139,50,2
572,2021-10-14 14:03:26.879,139,50,2
573,2021-10-14 14:03:30.046,139,50,2
574,2021-10-14 14:03:41.555,139,50,2
575,2021-10-14 14:03:55.319,139,50,2
576,2021-10-14 14:04:01.825,139,50,2
577,2021-10-14 14:04:06.997,139,50,2
578,2021-10-14 14:08:42.241,133,50,2
579,2021-10-14 14:08:57.236,133,50,2
580,2021-10-14 14:09:04.783,133,50,2
581,2021-10-14 14:14:27.428,11,63,3
582,2021-10-14 14:14:40.390,11,63,3
583,2021-10-14 14:14:50.327,11,63,3
584,2021-10-14 14:15:20.684,11,63,3
585,2021-10-14 14:18:10.862,11,63,3
586,2021-10-14 14:23:59.894,40,63,3
587,2021-10-14 14:28:34.115,63,63,2
588,2021-10-14 14:29:37.560,63,63,2
589,2021-10-14 14:30:07.328,63,63,2
590,2021-10-14 14:30:35.381,63,63,2
591,2021-10-14 14:31:03.182,63,63,2
592,2021-10-14 14:32:44.481,63,63,2
593,2021-10-14 14:32:52.495,63,63,2
594,2021-10-14 14:33:21.259,63,63,2
595,2021-10-14 14:43:42.013,110,63,3
596,2021-10-14 14:44:35.591,114,63,2
597,2021-10-14 14:59:34.538,63,63,2
598,2021-10-15 09:32:41.175,1,63,3
599,2021-10-19 07:40:38.350,1,63,3
600,2021-10-19 07:40:57.903,1,63,3
601,2021-10-19 07:41:06.149,1,63,3
602,2021-10-19 07:41:11.537,1,63,3
603,2021-10-19 07:41:43.820,1,63,3
604,2021-10-19 07:42:09.409,1,63,3
605,2021-10-19 07:42:55.202,1,63,3
606,2021-10-19 07:43:07.210,1,63,3
